Problem Set Id,Problem Part,Problem Type,Answer Types,Problem Body,Fill-in Options,Fill-in Answers,Multiple Choice Options,Multiple Choice Answers,problem_id
PSBRYP,4,Fill-in-the-blank(s),Numeric,"<p>A farm lets you pick 3 pints of raspberries for&nbsp;$12.00.</p>
<p>&nbsp;</p>
<p>At this rate, how much will 8 pints of raspberries cost?</p>
<p>&nbsp;</p>
<p>$<ast-r type=""text"" marker=""1""></ast-r></p>",32,32,,,78012
PSBW43,1,Fill-in-the-blank(s),Numeric,"<p>For the situation, find the unit rates.</p>
<p>&nbsp;</p>
<p>Tyler paid $16 for 4 raffle tickets.</p>
<p>&nbsp;</p>
<table style=""border-collapse: collapse; width: 99.9527%; height: 70.902px;"" border=""0"">
<tbody>
<tr style=""height: 70.902px;"">
<td style=""width: 42.0936%; height: 70.902px;"">
<p>a. What is the price per ticket?</p>
</td>
<td style=""width: 58.0027%;"">
<p>$<ast-r type=""text"" marker=""1""></ast-r>per ticket</p>
</td>
</tr>
<tr>
<td style=""width: 42.0936%;"">
<p>b. How many tickets is that per dollar?&nbsp;</p>
</td>
<td style=""width: 58.0027%;"">
<p><ast-r type=""text"" marker=""2""></ast-r>ticket per dollar</p>
</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>","0.25, 4","0.25, 4",,,108670
PRABHUQ4,1,Fill-in-the-blank(s),Numeric,"<p>Consecutive numbers follow one right after the other. An example of three consecutive numbers is 17, 18, and 19. Another example is -100, -99, -98.<br>&nbsp;<br>How many sets of two or more consecutive positive integers can be added to obtain a sum of 100?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>sets</p>",2,2,,,17667
PSBBCRJ,2,Fill-in-the-blank(s),Numeric,"<p>If&nbsp;<em>x</em>&nbsp;is 6, what is&nbsp;<em>y</em>?</p>
<p>&nbsp;</p>
<p><em>y =</em><ast-r type=""text"" marker=""1""></ast-r></p>",9,9,,,184908
PSBDEV,1,Fill-in-the-blank(s),Numeric,"<p>Complete the equation so that it is true for all values of <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi></math>.</p>
<p>&nbsp;</p>
<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>3</mn><mi>x</mi><mo>=</mo><mn>6</mn><mo>=</mo><mn>3</mn><mo>(</mo><mi>x</mi><mo>+</mo></math><ast-r type=""text"" marker=""1""></ast-r><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>)</mo></math></p>",2,2,,,16591
PRABHN3R,1,Fill-in-the-blank(s),Exact Fraction,"<p>Find the value of <em>k</em> so that the line passing through the pair of points has the given slope.</p>
<p>&nbsp;</p>
<p>&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>(</mo><mfrac><mrow><mo>-</mo><mn>15</mn></mrow><mn>2</mn></mfrac><mo>,</mo><mo>&#160;</mo><mfrac><mn>3</mn><mn>16</mn></mfrac><mo>)</mo></math> and <math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>(</mo><mfrac><mrow><mo>-</mo><mn>13</mn></mrow><mn>22</mn></mfrac><mo>,</mo><mo>&#160;</mo><mi>k</mi><mo>)</mo></math>, slope = 0</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r></p>",16-Mar,16-Mar,,,166028
PSBBJXR,1,Fill-in-the-blank(s),Numeric,"<p>The triangle and the square have equal perimeters.</p>
<p>&nbsp;</p>
<p><img src=""https://access.openupresources.org/curricula/our6-8math-v3/embeds/f203a863--8.4.B6.Image.Revision.33.png"" alt=""a triangle with sides: 2x, 2x, and x-8. A square with sides: x + 2"" width=""228"" height=""228""></p>
<p>&nbsp;</p>
<div>
<p>Find the value of <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi></math>.</p>
<p>&nbsp;</p>
<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>=</mo></math><ast-r type=""text"" marker=""1""></ast-r></p>
</div>",16,16,,,219253
PSBDEV,3,Fill-in-the-blank(s),Algebraic Expression,"<p>Complete the equation so that it is true for all values of <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi></math>.</p>
<p>&nbsp;</p>
<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mn>15</mn><mi>x</mi><mo>-</mo><mn>10</mn></mrow><mn>5</mn></mfrac><mo>=</mo></math><ast-r type=""text"" marker=""1""></ast-r><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>-</mo><mn>2</mn></math></p>
<p><em><span style=""font-size: 10pt;"">Use <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi></math> as your variable.</span></em></p>",3x,3x,,,16856
PSB2BT,2,Fill-in-the-blank(s),Numeric,"<p>For what number of cups will the two stacks have the same height?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>cups</p>",0,0,,,126461
PSBCG4K,2,Fill-in-the-blank(s),Numeric,"<p>How many solutions does this system of equations have?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r></p>
<p>&nbsp;</p>
<p><img src=""/images/assistments/516733.jpg"" alt=""Two lines in an x y plane."" width=""400"" height=""347""></p>",0,0,,,384509
PRABMTPA,1,Fill-in-the-blank(s),Numeric,"<p>Solve the equation and check your solution.</p>
<p>&nbsp;</p>
<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>9</mn><mo>&#160;</mo><mo>&#8722;</mo><mo>&#160;</mo><mn>7</mn><mi>w</mi><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>8</mn><mi>w</mi><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mn>8</mn></math></p>
<p>&nbsp;</p>
<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>w</mi><mo>=</mo></math><ast-r type=""text"" marker=""1""></ast-r></p>",15-Jan,15-Jan,,,149101
PRABP8NM,1,Fill-in-the-blank(s),Numeric,"<p>&nbsp;</p>
<p><img src=""/images/assistments/394045.jpg"" alt="""" width=""134"" height=""123""></p>
<p>""<a href=""https://openclipart.org/detail/196123/football-soccer-ball"" target=""_blank"" rel=""noopener"">""football / soccer ball""</a>"" by Tobbi. Public Domain.</p>
<p>&nbsp;</p>
<p>A soccer ball is a polyhedron with 12 black pentagonal faces and 20 white hexagonal faces. How many edges in total are on this polyhedron?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>edges</p>
<p>&nbsp;</p>",90,90,,,139860
PSB26A,2,Fill-in-the-blank(s),Numeric,"<p>The temperature in degrees Fahrenheit, <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>F</mi></math>, is related to the temperature in degrees Celsius,&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>C</mi></math>,&nbsp;by the equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>F</mi><mo>=</mo><mfrac><mn>9</mn><mn>5</mn></mfrac><mi>C</mi><mo>+</mo><mn>32</mn></math>,</p>
<p>&nbsp;</p>
<p>In parts of Alaska, the temperatures can reach -60&nbsp;degrees Fahrenheit. How many degrees Celsius is this?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> degrees Celsius</p>",-51 1/9,-51 1/9,,,131293
PSBWDG,3,Fill-in-the-blank(s),Numeric,"<p>Here is an equation:&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mn>15</mn><mo>(</mo><mi mathvariant=""normal"">x</mi><mo>-</mo><mn>3</mn><mo>)</mo></mrow><mn>5</mn></mfrac><mo>=</mo><mn>3</mn><mo>(</mo><mn>2</mn><mi mathvariant=""normal"">x</mi><mo>-</mo><mn>3</mn><mo>)</mo></math></p>
<p>&nbsp;</p>
<p>Check your solution.</p>
<p>&nbsp;</p>
<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>=</mo></math><ast-r type=""text"" marker=""1""></ast-r></p>",0,0,,,104135
PSBCC,3,Fill-in-the-blank(s),Numeric,"<p>Given the equation&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mo>&#8208;</mo><mn>3</mn><mi>x</mi><mo>&#160;</mo><mo>+</mo><mo>&#160;</mo><mn>2</mn><mo>.</mo><mn>5</mn></math>:</p>
<p>&nbsp;</p>
<p>When&nbsp;<em>y</em>&nbsp;is 8.5, what value of&nbsp;<em>x</em>&nbsp;makes the equation true?</p>
<div style=""position: absolute; left: 41px; top: 46.9716px;"">&nbsp;</div>
<p>&nbsp;</p>
<p>y =<ast-r type=""text"" marker=""1""></ast-r></p>",-2,-2,,,312
PSBB96V,2,Fill-in-the-blank(s),Numeric,"<p>The table representing Tyler's walk shows other values of time and distance. Complete the table.</p>
<p>&nbsp;</p>
<table style=""border-collapse: collapse; width: 42.424%;"" border=""0"">
<tbody>
<tr>
<td style=""width: 100.012%;"">
<table style=""border-collapse: collapse; width: 210px; margin-left: auto; margin-right: auto;"" border=""2"">
<tbody>
<tr>
<th style=""width: 104.141px;"" scope=""col"">time<br>(seconds)</th>
<th style=""width: 104.193px;"" scope=""col"">distance<br>(meters)</th>
</tr>
<tr>
<td style=""width: 104.141px; text-align: center;"">0</td>
<td style=""width: 104.193px; text-align: center;"">0</td>
</tr>
<tr>
<td style=""width: 104.141px; text-align: center;"">20</td>
<td style=""width: 104.193px; text-align: center;"">25</td>
</tr>
<tr>
<td style=""width: 104.141px; text-align: center;"">30</td>
<td style=""width: 104.193px; text-align: center;"">37.5</td>
</tr>
<tr>
<td style=""width: 104.141px; text-align: center;"">40</td>
<td style=""width: 104.193px; text-align: center;"">50</td>
</tr>
<tr>
<td style=""width: 104.141px; text-align: center;"">1</td>
<td style=""width: 104.193px; text-align: center;""><ast-r type=""text"" marker=""1""></ast-r></td>
</tr>
</tbody>
</table>
</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>",1.25,1.25,,,343125
PSB7JA,1,Fill-in-the-blank(s),Numeric,"<p>The Carousel on the National Mall has 4 rings of horses. Kiran is riding on the inner ring, which has a radius of 9 feet. Mai is riding on the outer ring, which is 8 feet farther out from the center than the inner ring is.</p>
<div>
<p>&nbsp;</p>
<p>In one rotation of the carousel, how much farther does Mai travel than Kiran?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>feet farther</p>
<p><span style=""font-size: 10pt;""><em>Use 3.14 for <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</em></span></p>
<p><span style=""font-size: 10pt;""><em>Round your answer to the tenths place.</em></span></p>
</div>","50.3, 50.2","50.3, 50.2",,,155994
PSBCE8P,3,Fill-in-the-blank(s),Algebraic Expression,"<p>Three cylinders have a height of 8 cm.</p>
<p>Cylinder 1 has a radius of 1 cm.</p>
<p>Cylinder 2 has a radius of 2 cm.</p>
<p>Cylinder 3 has a radius of 3 cm.</p>
<p>Find the volume of each cylinder.</p>
<p>&nbsp;</p>
<p>Cylinder 3 has a volume of <ast-r type=""text"" marker=""1""></ast-r>&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>c</mi><msup><mi>m</mi><mn>3</mn></msup></math></p>
<p>&nbsp;</p>
<p><em><span style=""font-size: 10pt;"">Enter your answer in terms of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</span></em></p>
<p><span style=""font-size: 10pt;""><em><span style=""font-weight: 400;"">Use pi to represent the <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math> symbol. For example: 32&pi; would be typed as 32pi.</span></em></span></p>",72pi,72pi,,,374368
PSBCE8P,2,Fill-in-the-blank(s),Algebraic Expression,"<p>Three cylinders have a height of 8 cm.</p>
<p>Cylinder 1 has a radius of 1 cm.</p>
<p>Cylinder 2 has a radius of 2 cm.</p>
<p>Cylinder 3 has a radius of 3 cm.</p>
<p>Find the volume of each cylinder.</p>
<p>&nbsp;</p>
<p>Cylinder 2 has a volume of <ast-r type=""text"" marker=""1""></ast-r>&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>c</mi><msup><mi>m</mi><mn>3</mn></msup></math></p>
<p>&nbsp;</p>
<p><em><span style=""font-size: 10pt;"">Enter your answer in terms of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</span></em></p>
<p><span style=""font-size: 10pt;""><em><span style=""font-weight: 400;"">Use pi to represent the <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math> symbol. For example: 32&pi; would be typed as 32pi.</span></em></span></p>",32pi,32pi,,,374220
PSBCE8P,1,Fill-in-the-blank(s),Algebraic Expression,"<p>Three cylinders have a height of 8 cm.</p>
<p>Cylinder 1 has a radius of 1 cm.</p>
<p>Cylinder 2 has a radius of 2 cm.</p>
<p>Cylinder 3 has a radius of 3 cm.</p>
<p>Find the volume of each cylinder.</p>
<p>&nbsp;</p>
<p>Cylinder 1 has a volume of <ast-r type=""text"" marker=""1""></ast-r>&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>c</mi><msup><mi>m</mi><mn>3</mn></msup></math></p>
<p>&nbsp;</p>
<p><em><span style=""font-size: 10pt;"">Enter your answer in terms of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</span></em></p>
<p><span style=""font-size: 10pt;""><em><span style=""font-weight: 400;"">Use pi to represent the <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math> symbol. For example: 32&pi; would be typed as 32pi.</span></em></span></p>",8pi,8pi,,,374058
PSBTE8,2,Fill-in-the-blank(s),Algebraic Expression,"<p>A cylinder and cone have the same height and radius. The height of each is 5 cm, and the radius is 2 cm. Calculate the volume of the cone.</p>
<p>&nbsp;</p>
<p>&nbsp;<ast-r type=""text"" marker=""2""></ast-r> <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>c</mi><msup><mi>m</mi><mn>3</mn></msup></math></p>
<p><span style=""font-size: 10pt;""><em>Enter your answer in terms of <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>. </em><em><span style=""font-weight: 400;"">Use pi to represent the <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math> symbol. For example: 32&pi; would be typed as 32pi</span></em></span></p>",20pi/3,20pi/3,,,86515
PSBB8E7,2,Fill-in-the-blank(s),Algebraic Expression,"<p><img src=""//resources.assistments.org/fetch/C/b7da7781-bd4d-4e16-a872-1ea8b502beec.png""></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Here are a cone, a sphere, and a cylinder that all have the same radii and heights.</p>
<p>&nbsp;</p>
<p>The radius of the cylinder is 5 units. When necessary, express all answers in terms of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</p>
<p>What is the volume of the cylinder?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> cubic units</p>
<p>&nbsp;</p>
<p><em><span style=""font-size: 10pt;""><span style=""font-weight: 400;"">Use pi to represent the&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math> symbol. For example: 32&pi; would be typed as 32pi.</span></span></em></p>",250pi,250pi,,,333800
PSBX6P,3,Fill-in-the-blank(s),Algebraic Expression,"<p>A cylinder has a radius of 3 cm and a height of 5 cm.</p>
<p>&nbsp;</p>
<p>What is the volume of the cylinder when its height is halved?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>c</mi><msup><mi>m</mi><mn>3</mn></msup></math></p>
<p><em><span style=""font-size: 10pt;"">Enter your answer in terms of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</span></em></p>
<p><em><span style=""font-size: 10pt;""><span style=""font-weight: 400;"">Use pi to represent the symbol. For example: 32&pi; would be typed as 32pi</span></span></em></p>",45/2pi,45/2pi,,,114806
PSBBHR6,1,Fill-in-the-blank(s),Numeric,"<p><img src=""//resources.assistments.org/fetch/C/9b073148-e727-42e5-b828-1f1644629529.png"" width=""295"" height=""274""></p>
<p>The volume of this sphere with radius <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>r</mi></math> is <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>V</mi><mo>=</mo><mn>288</mn><mi mathvariant=""normal"">&#960;</mi></math>.</p>
<p>&nbsp;</p>
<p>This statement is true: &nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>288</mn><mi mathvariant=""normal"">&#960;</mi><mo>=</mo><mfrac><mn>4</mn><mn>3</mn></mfrac><msup><mi>r</mi><mn>3</mn></msup><mi mathvariant=""normal"">&#960;</mi></math>.</p>
<p>&nbsp;</p>
<p>What is the value of <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>r</mi></math> for this sphere?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> units</p>
<p>&nbsp;</p>",6,6,,,212876
PSBDG45,1,Fill-in-the-blank(s),Numeric,"<p>A car is traveling at a constant speed. Find the number of miles the car travels in 1 hour at the given rate.</p>
<p>&nbsp;</p>
<p>&nbsp;135 miles in 3 hours</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> miles</p>",45,45,,,558351
PSBB8E7,3,Fill-in-the-blank(s),Algebraic Expression,"<p><img src=""//resources.assistments.org/fetch/C/b7da7781-bd4d-4e16-a872-1ea8b502beec.png""></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Here are a cone, a sphere, and a cylinder that all have the same radii and heights.</p>
<p>&nbsp;</p>
<p>The radius of the cylinder is 5 units. When necessary, express all answers in terms of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</p>
<p>&nbsp;</p>
<p>What is the volume of the cone?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> cubic units</p>
<p>&nbsp;</p>
<p><em><span style=""font-size: 10pt;""><span style=""font-weight: 400;"">Use pi to represent the&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math> symbol. For example: 32&pi; would be typed as 32pi.</span></span></em></p>",250/3pi,250/3pi,,,333895
PSB89M,1,Fill-in-the-blank(s),Numeric,"<p>A coin-operated bouncy ball dispenser has a large glass sphere that holds many spherical balls. The large glass sphere has a radius of&nbsp;9 inches. Each bouncy ball has radius of&nbsp;1 inch and sits inside the dispenser.</p>
<p>&nbsp;</p>
<p>If there are 243 bouncy balls in the large glass sphere, what proportion of the large glass sphere&rsquo;s volume is taken up by bouncy balls?&nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r></p>
<p><span style=""font-size: 10pt;""><em>Give your answer as a fraction.</em></span></p>",3-Jan,3-Jan,,,164833
PSBT2V,2,Fill-in-the-blank(s),Numeric,"<p>A car is traveling on a small highway and is either going 55 miles per hour or 35 miles per hour, depending on the speed limits, until it reaches its destination 200 miles away. Letting <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi></math> represent the amount of time in hours that the car is going 55 miles per hour, and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi></math> being the time in hours that the car is going 35 miles per hour, an equation describing the relationship is:&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>55</mn><mi>x</mi><mo>+</mo><mn>35</mn><mi>y</mi><mo>=</mo><mn>200</mn></math>.</p>
<p>&nbsp;</p>
<p>If the car spends 3 hours going 55 miles per hour on the trip, how long does it spend going 35 miles per hour?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> hour(s)</p>",1,1,,,89270
PSBT2V,1,Fill-in-the-blank(s),Numeric,"<p>A car is traveling on a small highway and is either going 55 miles per hour or 35 miles per hour, depending on the speed limits, until it reaches its destination 200 miles away. Letting <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi></math> represent the amount of time in hours that the car is going 55 miles per hour, and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi></math> being the time in hours that the car is going 35 miles per hour, an equation describing the relationship is:&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>55</mn><mi>x</mi><mo>+</mo><mn>35</mn><mi>y</mi><mo>=</mo><mn>200</mn></math>.</p>
<p>&nbsp;</p>
<p>If the car spends 2.5 hours going 35 miles per hour on the trip, how long does it spend going 55 miles per hour?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> hour(s)</p>
<p><em><span style=""font-size: 10pt;"">Round your answer to the hundredths place.</span></em></p>",2.05,2.05,,,89069
PSBJS4,6,Fill-in-the-blank(s),Numeric,"<p>The graph shows the temperature between noon and midnight in one day in a certain city.</p>
<p>&nbsp;</p>
<p><img src=""/images/assistments/340408.jpg"" width=""332"" height=""217""></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>When the input of the function is 8, what is the output?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r></p>",57,57,,,45704
PSBX6P,2,Fill-in-the-blank(s),Algebraic Expression,"<p>A cylinder has a radius of 3 cm and a height of 5 cm.</p>
<p>&nbsp;</p>
<p>What is the volume of the cylinder when its height is tripled?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>c</mi><msup><mi>m</mi><mn>3</mn></msup></math></p>
<p><em><span style=""font-size: 10pt;"">Enter your answer in terms of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</span></em></p>
<p><em><span style=""font-size: 10pt;""><span style=""font-weight: 400;"">Use pi to represent the symbol. For example: 32&pi; would be typed as 32pi</span></span></em></p>",135pi,135pi,,,114637
